id,lat,lon,user,uid,version,changeset,timestamp
2295994033,33.1845032,-96.6286822,BigIrv,160087,1,16031583,2013-05-08T15:12:04Z
2297911152,32.9289308,-96.7658781,fmmute,506782,1,16059770,2013-05-10T07:30:00Z
2307051603,32.3475363,-97.6726509,25or6to4,37392,1,16160296,2013-05-16T23:12:39Z
2318929988,32.8684222,-96.792124,Andrew Matheny_import,4904442,2,45724755,2017-02-01T19:22:19Z
2338589626,32.8426099,-96.807716,fmmute,506782,1,16487913,2013-06-09T20:27:42Z
2357051062,33.1241503,-96.6327026,Ziltoidium,597250,1,16667574,2013-06-23T10:54:22Z
2368622876,32.8589911,-96.7815967,Andrew Matheny_import,4904442,2,45725929,2017-02-01T20:06:41Z
2393140343,32.8307431,-96.8135613,fmmute,506782,1,17052576,2013-07-22T18:37:23Z
2413711770,32.9392771,-96.5964863,RadicalBender,1709524,1,17295139,2013-08-10T19:16:44Z
2447218999,32.8188688,-96.8034911,Andrew Matheny,3265371,2,45896654,2017-02-07T20:17:12Z
2521567415,32.8037596,-96.809403,Andrew Matheny_import,4904442,2,45860925,2017-02-06T16:59:28Z
2578655413,32.6198033,-96.8633194,Rub21,510836,1,19439664,2013-12-13T20:54:04Z
2610227972,33.0782386,-96.8024531,TaedeT,57577,1,19815399,2014-01-04T23:37:10Z
2631886128,32.4926274,-97.3788345,bfg9000d,199181,1,20134274,2014-01-22T02:17:14Z
2657166474,32.944793,-96.4704988,cwchaney,1919451,1,20405895,2014-02-06T05:23:08Z
2681481036,32.2872695,-97.4040118,bfg9000d,199181,1,20666865,2014-02-20T00:25:14Z
2713361684,32.8604421,-97.0341152,bfg9000d,199181,1,21055286,2014-03-11T23:27:33Z
2778428702,32.8672748,-96.775555,bfg9000d,199181,1,21579516,2014-04-08T21:42:57Z
2822649026,32.7249181,-96.4039224,stangoodman,224610,1,22002105,2014-04-28T13:34:37Z
2874402898,33.1924321,-96.5230885,stangoodman,224610,1,22485770,2014-05-22T13:19:11Z
2895590446,32.6334868,-96.9752435,Kaiserb,2093703,1,22696900,2014-06-02T15:53:00Z
2926108266,33.0563576,-96.8030692,scottyc,496606,1,23062929,2014-06-21T14:19:46Z
2969216737,33.2333764,-97.1710999,funny_plants,1917687,1,24226294,2014-07-18T17:46:43Z
